id,doi,title,publication_year,authorships,subfield,primary_topic
W4406290855,10.25248/reas.e17661.2025,Qualidade do autocuidado em adolescentes com diabetes mellitus tipo 1,2025,"[{""id"": ""A5032657949"", ""name"": ""M\u00f4nica Cavalcanti Trindade"", ""institutions"": [{""id"": ""I41455075"", ""display_name"": ""Universidade Federal de Campina Grande""}], ""countries"": [""BR""]}, {""id"": ""A5053311186"", ""name"": ""Leila Salom\u00e3o de La Plata Cury Tardivo"", ""institutions"": [{""id"": ""I17974374"", ""display_name"": ""Universidade de S\u00e3o Paulo""}], ""countries"": [""BR""]}, {""id"": ""A5115852910"", ""name"": ""C\u00e1tia Sueli Eufrazino Gondim"", ""institutions"": [{""id"": ""I41455075"", ""display_name"": ""Universidade Federal de Campina Grande""}], ""countries"": [""BR""]}, {""id"": ""A5113817507"", ""name"": ""Ana Luiza Lima Souza"", ""institutions"": [{""id"": ""I41455075"", ""display_name"": ""Universidade Federal de Campina Grande""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14071', 'display_name': 'Healthcare during COVID-19 Pandemic'}"
W4406306629,10.1049/icp.2024.4422,GMM based deep convolutional neural network for Leukemia diagnosis,2025,"[{""id"": ""A5000989793"", ""name"": ""Suja A. Alex"", ""institutions"": [{""id"": ""I906608882"", ""display_name"": ""St Xavier\u2019s College""}], ""countries"": [""IN""]}, {""id"": ""A5093687563"", ""name"": ""K. Roselin Vanadhi"", ""institutions"": [{""id"": ""I906608882"", ""display_name"": ""St Xavier\u2019s College""}], ""countries"": [""IN""]}, {""id"": ""A5110675597"", ""name"": ""T. Anna Roshini"", ""institutions"": [{""id"": ""I906608882"", ""display_name"": ""St Xavier\u2019s College""}], ""countries"": [""IN""]}, {""id"": ""A5050085199"", ""name"": ""S. P. Joy"", ""institutions"": [{""id"": ""I906608882"", ""display_name"": ""St Xavier\u2019s College""}], ""countries"": [""IN""]}, {""id"": ""A5020610740"", ""name"": ""J. Renees Jenisha"", ""institutions"": [{""id"": ""I906608882"", ""display_name"": ""St Xavier\u2019s College""}], ""countries"": [""IN""]}, {""id"": ""A5041232045"", ""name"": ""Gabriel Gomes de Oliveira"", ""institutions"": [{""id"": ""I4210142333"", ""display_name"": ""Centro de Tecnologia da Informa\u00e7\u00e3o Renato Archer""}], ""countries"": [""BR""]}, {""id"": ""A5021874807"", ""name"": ""\u00c2ngela Maria Alves"", ""institutions"": [{""id"": ""I4210142333"", ""display_name"": ""Centro de Tecnologia da Informa\u00e7\u00e3o Renato Archer""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1707"", ""display_name"": ""Computer Vision and Pattern Recognition""}","{'id': 'T12874', 'display_name': 'Digital Imaging for Blood Diseases'}"
W4406311890,10.21713/rbpg.v19i40.2047,Variáveis para planejamento de repositórios de objetos de aprendizagem na área da saúde:,2025,"[{""id"": ""A5040146058"", ""name"": ""Edna Senes Pereira de Souza"", ""institutions"": [{""id"": ""I2802300007"", ""display_name"": ""United Food and Commercial Workers""}, {""id"": ""I134363262"", ""display_name"": ""Universidade Federal de Ci\u00eancias da Sa\u00fade de Porto Alegre""}], ""countries"": [""BR"", ""US""]}, {""id"": ""A5005516814"", ""name"": ""Carolina Sturm Trindade"", ""institutions"": [{""id"": ""I2802300007"", ""display_name"": ""United Food and Commercial Workers""}, {""id"": ""I134363262"", ""display_name"": ""Universidade Federal de Ci\u00eancias da Sa\u00fade de Porto Alegre""}], ""countries"": [""BR"", ""US""]}, {""id"": ""A5082405093"", ""name"": ""Cleidilene Ramos Magalh\u00e3es"", ""institutions"": [{""id"": ""I2802300007"", ""display_name"": ""United Food and Commercial Workers""}, {""id"": ""I134363262"", ""display_name"": ""Universidade Federal de Ci\u00eancias da Sa\u00fade de Porto Alegre""}], ""countries"": [""BR"", ""US""]}, {""id"": ""A5044188753"", ""name"": ""Helena Terezinha Hubert Silva"", ""institutions"": [{""id"": ""I2802300007"", ""display_name"": ""United Food and Commercial Workers""}, {""id"": ""I134363262"", ""display_name"": ""Universidade Federal de Ci\u00eancias da Sa\u00fade de Porto Alegre""}], ""countries"": [""BR"", ""US""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T13166', 'display_name': 'Information Science and Libraries'}"
W4406315111,10.26668/businessreview/2025.v10i1.5261,HABILIDADES SOCIAIS EDUCATIVAS: UM ESTUDO SOBRE A INTELIGÊNCIA EMOCIONAL NA EDUCAÇÃO SUPERIOR,2025,"[{""id"": ""A5115860599"", ""name"": ""Edileusa Bruns Betinelli"", ""institutions"": [{""id"": ""I4210133889"", ""display_name"": ""Centro Universit\u00e1rio de Brusque""}], ""countries"": [""BR""]}, {""id"": ""A5013074048"", ""name"": ""Josely Cristiane Rosa"", ""institutions"": [{""id"": ""I4210133889"", ""display_name"": ""Centro Universit\u00e1rio de Brusque""}], ""countries"": [""BR""]}, {""id"": ""A5037193201"", ""name"": ""Andr\u00e9 Luiz de Oliveira Braz"", ""institutions"": [], ""countries"": []}, {""id"": ""A5042684278"", ""name"": ""Eliane Kormann"", ""institutions"": [], ""countries"": []}, {""id"": ""A5026268901"", ""name"": ""Marlene Zwierewicz"", ""institutions"": [], ""countries"": []}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14071', 'display_name': 'Healthcare during COVID-19 Pandemic'}"
W4406315116,10.55905/rdelosv18.n63-077,Modelagem preditiva para sucesso acadêmico: um estudo de caso em um curso de ciência da computação,2025,"[{""id"": ""A5114193275"", ""name"": ""Raquel Corr\u00eaa da Silva da Silva"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}, {""id"": ""I4210147816"", ""display_name"": ""Instituto Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5093975262"", ""name"": ""Francisco Glaubos Nunes Cl\u00edmaco"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}, {""id"": ""I4210147816"", ""display_name"": ""Instituto Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5077169696"", ""name"": ""Fernando Bezerra Chagas"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}, {""id"": ""I4210147816"", ""display_name"": ""Instituto Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5114523711"", ""name"": ""Kristiano Fernandes Pl\u00e1cido"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}, {""id"": ""I4210147816"", ""display_name"": ""Instituto Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1706"", ""display_name"": ""Computer Science Applications""}","{'id': 'T11122', 'display_name': 'Online Learning and Analytics'}"
W4406321898,10.1109/rita.2025.3528369,"A predictive model for the early identification of student dropout using data classification, clustering and association methods",2025,"[{""id"": ""A5075235986"", ""name"": ""Patr\u00edcia Mariotto Mozzaquatro Chicon"", ""institutions"": [{""id"": ""I114282444"", ""display_name"": ""University of Cruz Alta""}], ""countries"": [""BR""]}, {""id"": ""A5017563966"", ""name"": ""Leo Natan Paschoal"", ""institutions"": [{""id"": ""I4210111188"", ""display_name"": ""Universidade Paulista""}], ""countries"": [""BR""]}, {""id"": ""A5081102998"", ""name"": ""Sandro Sawicki"", ""institutions"": [{""id"": ""I4210137933"", ""display_name"": ""Universidade Regional do Noroeste do Estado do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5001325910"", ""name"": ""Fabr\u00edcia Roos-Frantz"", ""institutions"": [{""id"": ""I4210137933"", ""display_name"": ""Universidade Regional do Noroeste do Estado do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5014826099"", ""name"": ""Rafael Z. Frantz"", ""institutions"": [{""id"": ""I4210137933"", ""display_name"": ""Universidade Regional do Noroeste do Estado do Rio Grande do Sul""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1706"", ""display_name"": ""Computer Science Applications""}","{'id': 'T11122', 'display_name': 'Online Learning and Analytics'}"
W4406327948,10.1063/5.0220947,On the effect of localized large diffusion in one-dimensional semilinear thermoelastic systems,2025,"[{""id"": ""A5035691438"", ""name"": ""M. A. F. Ara\u00fajo"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5050052504"", ""name"": ""Flank D. M. Bezerra"", ""institutions"": [{""id"": ""I169045520"", ""display_name"": ""Universidade Federal da Para\u00edba""}], ""countries"": [""BR""]}, {""id"": ""A5074954948"", ""name"": ""Renata de Farias Limeira Carvalho"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5045979721"", ""name"": ""Leonardo Pires"", ""institutions"": [{""id"": ""I68207295"", ""display_name"": ""Universidade Estadual de Ponta Grossa""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T12100', 'display_name': 'Advanced Mathematical Modeling in Engineering'}"
W4406330947,10.1287/deca.2024.0188,A Machine Learning-Assisted Decision-Making Methodology Based on Simplex Weight Generation for Non-Dominated Alternative Selection,2025,"[{""id"": ""A5054359970"", ""name"": ""Matheus Bernardelli de Moraes"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5008918749"", ""name"": ""Guilherme Palermo Coelho"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5077092071"", ""name"": ""Reidar B. Bratvold"", ""institutions"": [{""id"": ""I92008406"", ""display_name"": ""University of Stavanger""}], ""countries"": [""NO""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10848', 'display_name': 'Advanced Multi-Objective Optimization Algorithms'}"
W4406332339,10.30682/diid8324f,Design Networks: A Social Network Analysis of a Participatory Design Process,2025,"[{""id"": ""A5071366620"", ""name"": ""Carlo Franzato"", ""institutions"": [{""id"": ""I2699952"", ""display_name"": ""Pontifical Catholic University of Rio de Janeiro""}], ""countries"": [""BR""]}, {""id"": ""A5030369812"", ""name"": ""Marcia Regina Diehl"", ""institutions"": [{""id"": ""I4210155777"", ""display_name"": ""Instituto Federal Sul-rio-grandense""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1709"", ""display_name"": ""Human-Computer Interaction""}","{'id': 'T10803', 'display_name': 'Innovative Human-Technology Interaction'}"
W4406344278,10.1186/s43042-024-00625-z,Computer-guided identification of novel inhibitors of apoptosis-signaling kinase 1 from Spondia mombim bioactive compounds against colorectal cancer,2025,"[{""id"": ""A5081389183"", ""name"": ""Olusola Olalekan Elekofehinti"", ""institutions"": [{""id"": ""I180664298"", ""display_name"": ""Federal University of Technology""}], ""countries"": [""NG""]}, {""id"": ""A5046750025"", ""name"": ""Hannah Oluwaseun Popoola"", ""institutions"": [{""id"": ""I180664298"", ""display_name"": ""Federal University of Technology""}], ""countries"": [""NG""]}, {""id"": ""A5016220277"", ""name"": ""Adedotun Olayemi Oluwatuyi"", ""institutions"": [{""id"": ""I180664298"", ""display_name"": ""Federal University of Technology""}], ""countries"": [""NG""]}, {""id"": ""A5078196702"", ""name"": ""Opeyemi Iwaloye"", ""institutions"": [{""id"": ""I180664298"", ""display_name"": ""Federal University of Technology""}], ""countries"": [""NG""]}, {""id"": ""A5047346003"", ""name"": ""Moses Orimoloye Akinjiyan"", ""institutions"": [{""id"": ""I180664298"", ""display_name"": ""Federal University of Technology""}], ""countries"": [""NG""]}, {""id"": ""A5115869576"", ""name"": ""Oluwamodupe Cecilia"", ""institutions"": [{""id"": ""I904009604"", ""display_name"": ""Olusegun Agagu University of Science and Technology""}], ""countries"": [""NG""]}, {""id"": ""A5040553359"", ""name"": ""Frank Abimbola Ogundolie"", ""institutions"": [{""id"": ""I3132818693"", ""display_name"": ""Baze University""}], ""countries"": [""NG""]}, {""id"": ""A5115869577"", ""name"": ""Olalekan Isaac Olatunde"", ""institutions"": [{""id"": ""I4210159758"", ""display_name"": ""National Agency for the Control of AIDS""}], ""countries"": [""NG""]}, {""id"": ""A5041120808"", ""name"": ""Oussama Abch\u0131r"", ""institutions"": [{""id"": ""I99297268"", ""display_name"": ""University of Hassan II Casablanca""}], ""countries"": [""MA""]}, {""id"": ""A5058212683"", ""name"": ""Samir Chtita"", ""institutions"": [{""id"": ""I99297268"", ""display_name"": ""University of Hassan II Casablanca""}], ""countries"": [""MA""]}, {""id"": ""A5014804546"", ""name"": ""Jo\u00e3o Batista Teixeira da Rocha"", ""institutions"": [{""id"": ""I33501960"", ""display_name"": ""Universidade Federal de Santa Maria""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10211', 'display_name': 'Computational Drug Discovery Methods'}"
W4406344354,10.1140/epjp/s13360-024-05957-8,Enhancement of thermal quantum coherence and teleportation in an Ising-XXZ diamond chain through impurity-induced effects,2025,"[{""id"": ""A5036130496"", ""name"": ""Saulo L. L. Silva"", ""institutions"": [{""id"": ""I4210136482"", ""display_name"": ""Federal Center for Technological Education of Minas Gerais""}], ""countries"": [""BR""]}, {""id"": ""A5030342878"", ""name"": ""Mois\u00e9s Rojas"", ""institutions"": [{""id"": ""I1315085146"", ""display_name"": ""Universidade Federal de Lavras""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T10020', 'display_name': 'Quantum Information and Cryptography'}"
W4406345505,10.1590/0034-7167.2025780101es,Explorando horizontes: ampliando la educación en enfermería con vídeos inmersivos de 360º,2025,"[{""id"": ""A5090221066"", ""name"": ""Vit\u00f3ria Talya dos Santos Sousa"", ""institutions"": [{""id"": ""I3130695932"", ""display_name"": ""University for International Integration of the Afro-Brazilian Lusophony""}], ""countries"": [""BR""]}, {""id"": ""A5083011927"", ""name"": ""Leandra Velyne Cardozo Martins"", ""institutions"": [{""id"": ""I3130695932"", ""display_name"": ""University for International Integration of the Afro-Brazilian Lusophony""}], ""countries"": [""BR""]}, {""id"": ""A5069139828"", ""name"": ""Patr\u00edcia Freire de Vasconcelos"", ""institutions"": [{""id"": ""I3130695932"", ""display_name"": ""University for International Integration of the Afro-Brazilian Lusophony""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1709"", ""display_name"": ""Human-Computer Interaction""}","{'id': 'T10648', 'display_name': 'Virtual Reality Applications and Impacts'}"
W4406345584,10.1590/es.289323,AS DUALIDADES ENTRE O USO DA INTELIGÊNCIA ARTIFICIAL NA EDUCAÇÃO E OS RISCOS DE VIESES ALGORÍTMICOS,2025,"[{""id"": ""A5115079834"", ""name"": ""Jo\u00e3o Marcos Heggler"", ""institutions"": [{""id"": ""I1283613182"", ""display_name"": ""Universidade Tecnol\u00f3gica Federal do Paran\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5055728583"", ""name"": ""Romeu Miqu\u00e9ias Szmoski"", ""institutions"": [{""id"": ""I1283613182"", ""display_name"": ""Universidade Tecnol\u00f3gica Federal do Paran\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5055252268"", ""name"": ""Awdry Feisser Miquelin"", ""institutions"": [{""id"": ""I1283613182"", ""display_name"": ""Universidade Tecnol\u00f3gica Federal do Paran\u00e1""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14347', 'display_name': 'Big Data and Digital Economy'}"
W4406349877,10.21284/elo.v14i.18153,Educação em saúde sobre complicações crônicas do Diabetes Mellitus,2025,"[{""id"": ""A5079566130"", ""name"": ""Aline Ribeiro da CRUZ"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5035601051"", ""name"": ""Beatriz Gon\u00e7alves Barbosa da Fons\u00eaca"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5060019869"", ""name"": ""Graziela Gama da Concei\u00e7\u00e3o Gomes"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5115871219"", ""name"": ""J\u00falia Vinhati SODELLI"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5098761509"", ""name"": ""Safira Pontes de Almeida Costa"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}, {""id"": ""A5050471665"", ""name"": ""Sueli de Souza Costa"", ""institutions"": [{""id"": ""I47327664"", ""display_name"": ""Universidade Federal do Maranh\u00e3o""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14071', 'display_name': 'Healthcare during COVID-19 Pandemic'}"
W4406357931,10.1007/s00704-024-05351-5,Study of global solar irradiance in Northeast Brazil with considerations on superirradiance and extreme superirradiance events,2025,"[{""id"": ""A5112940895"", ""name"": ""Illana Thayn\u00e1 Amaral de Freitas"", ""institutions"": [{""id"": ""I169045520"", ""display_name"": ""Universidade Federal da Para\u00edba""}], ""countries"": [""BR""]}, {""id"": ""A5041144381"", ""name"": ""Raphael Abrah\u00e3o"", ""institutions"": [{""id"": ""I169045520"", ""display_name"": ""Universidade Federal da Para\u00edba""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T11276', 'display_name': 'Solar Radiation and Photovoltaics'}"
W4406365517,10.60100/rcmg.v6i1.396,El impacto de la educación artística en el desarrollo integral de los estudiantes de educación básica en el Ecuador,2025,"[{""id"": ""A5110185051"", ""name"": ""M. Garc\u00eda"", ""institutions"": [], ""countries"": []}, {""id"": ""A5022775464"", ""name"": ""Ver\u00f3nica Roc\u00edo Pe\u00f1afiel Guerra"", ""institutions"": [{""id"": ""I4210098355"", ""display_name"": ""A\u00e7\u00e3o Educativa""}], ""countries"": [""BR""]}, {""id"": ""A5114765360"", ""name"": ""Manuel Eduardo Bermeo Bermeo"", ""institutions"": [], ""countries"": []}, {""id"": ""A5080163959"", ""name"": ""J. Campos"", ""institutions"": [], ""countries"": []}, {""id"": ""A5043729080"", ""name"": ""Gladys Caicedo"", ""institutions"": [{""id"": ""I4210130620"", ""display_name"": ""Escuela Superior de Administraci\u00f3n P\u00fablica""}], ""countries"": [""CO""]}, {""id"": ""A5103593719"", ""name"": ""J.J. Ramos"", ""institutions"": [{""id"": ""I4210140695"", ""display_name"": ""Universidad Independiente""}], ""countries"": [""CR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T12395', 'display_name': 'Educational Innovations and Technology'}"
W4406369062,10.1093/jigpal/jzae126,On Nilpotent Minimum logics defined by lattice filters and their paraconsistent non-falsity preserving companions,2025,"[{""id"": ""A5055073741"", ""name"": ""Joan Gispert"", ""institutions"": [{""id"": ""I71999127"", ""display_name"": ""Universitat de Barcelona""}], ""countries"": [""ES""]}, {""id"": ""A5086317940"", ""name"": ""Francesc Esteva"", ""institutions"": [{""id"": ""I4210131846"", ""display_name"": ""Artificial Intelligence Research Institute""}], ""countries"": [""ES""]}, {""id"": ""A5072818908"", ""name"": ""Llu\u0131\u0301s Godo"", ""institutions"": [{""id"": ""I4210131846"", ""display_name"": ""Artificial Intelligence Research Institute""}], ""countries"": [""ES""]}, {""id"": ""A5037312962"", ""name"": ""Marcelo E. Coniglio"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T11727', 'display_name': 'Advanced Algebra and Logic'}"
W4406369973,10.3390/dynamics5010003,Many-Objective Truss Structural Optimization Considering Dynamic and Stability Behaviors,2025,"[{""id"": ""A5115878130"", ""name"": ""Jo\u00e3o Marcos P. Vieira"", ""institutions"": [{""id"": ""I101100930"", ""display_name"": ""Universidade Federal de Juiz de Fora""}], ""countries"": [""BR""]}, {""id"": ""A5050470474"", ""name"": ""Jos\u00e9 Pedro Carvalho"", ""institutions"": [{""id"": ""I122140584"", ""display_name"": ""Universidade Federal do Rio de Janeiro""}], ""countries"": [""BR""]}, {""id"": ""A5071265368"", ""name"": ""D\u00eanis E. C. Vargas"", ""institutions"": [{""id"": ""I4210136482"", ""display_name"": ""Federal Center for Technological Education of Minas Gerais""}], ""countries"": [""BR""]}, {""id"": ""A5035349792"", ""name"": ""\u00c9rica C. R. Carvalho"", ""institutions"": [{""id"": ""I101100930"", ""display_name"": ""Universidade Federal de Juiz de Fora""}], ""countries"": [""BR""]}, {""id"": ""A5056845030"", ""name"": ""Patr\u00edcia Habib Hallak"", ""institutions"": [{""id"": ""I101100930"", ""display_name"": ""Universidade Federal de Juiz de Fora""}], ""countries"": [""BR""]}, {""id"": ""A5031342561"", ""name"": ""Afonso Celso de Castro Lemonge"", ""institutions"": [{""id"": ""I101100930"", ""display_name"": ""Universidade Federal de Juiz de Fora""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10848', 'display_name': 'Advanced Multi-Objective Optimization Algorithms'}"
W4406370115,10.1063/5.0239031,Transient chaos and periodic structures in a model of neuronal early afterdepolarization,2025,"[{""id"": ""A5084196570"", ""name"": ""Rafael V. Stenzinger"", ""institutions"": [{""id"": ""I4104125"", ""display_name"": ""Universidade Federal de Santa Catarina""}], ""countries"": [""BR""]}, {""id"": ""A5080610153"", ""name"": ""M. H. R. Tragtenberg"", ""institutions"": [{""id"": ""I4104125"", ""display_name"": ""Universidade Federal de Santa Catarina""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1705"", ""display_name"": ""Computer Networks and Communications""}","{'id': 'T11187', 'display_name': 'Nonlinear Dynamics and Pattern Formation'}"
W4406376277,10.1007/s10664-024-10604-y,A fine-grained taxonomy of code review feedback in TypeScript projects,2025,"[{""id"": ""A5009353897"", ""name"": ""Nicole Davila"", ""institutions"": [{""id"": ""I130442723"", ""display_name"": ""Universidade Federal do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5030266199"", ""name"": ""Ingrid Nunes"", ""institutions"": [{""id"": ""I130442723"", ""display_name"": ""Universidade Federal do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5060903936"", ""name"": ""Igor Wiese"", ""institutions"": [{""id"": ""I1283613182"", ""display_name"": ""Universidade Tecnol\u00f3gica Federal do Paran\u00e1""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T10260', 'display_name': 'Software Engineering Research'}"
W4406376489,10.1007/s12083-024-01862-0,A multi-factor user authentication protocol for the internet of drones environment,2025,"[{""id"": ""A5111358691"", ""name"": ""Marina Sousa"", ""institutions"": [{""id"": ""I150729083"", ""display_name"": ""Universidade de Bras\u00edlia""}], ""countries"": [""BR""]}, {""id"": ""A5047933314"", ""name"": ""Paulo Roberto de Lira Gondim"", ""institutions"": [{""id"": ""I150729083"", ""display_name"": ""Universidade de Bras\u00edlia""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1705"", ""display_name"": ""Computer Networks and Communications""}","{'id': 'T11504', 'display_name': 'Advanced Authentication Protocols Security'}"
